TheTime,CH1,CH2,CH3,CH6,CH7
43409.67375022,1.374784,1.367303,1.385979,0.1579972,0.2542762
43409.67730743,1.392589,1.425477,1.463514,1.396117,0.3702893,0.3415850,0.1585952,0.2578642
43409.67741898,1.392589,1.405200,1.407813,1.401186,0.3732793,0.3445751,0.1591932,0.2602562
43409.67753472,1.392589,1.410269,1.387558,1.370771,0.3732793,0.3439771,0.1591932,0.2602562
43409.67765046,1.392589,1.430546,1.438196,1.396117,0.3738774,0.3439771,0.1579972,0.2596582
43409.67776620,1.387520,1.379853,1.367303,1.375840,0.3744754,0.3451731,0.1603892,0.2596582
43409.67788200,1.392589,1.430546,1.448323,1.406255,0.3714853,0.3433791,0.1603892,0.2620502
43409.67799774,1.387520,1.359576,1.352112,1.391048,0.3696913,0.3427810,0.1609872,0.2620502
43409.67811349,1.392589,1.354507,1.336921,1.385979,0.3690933,0.3409870,0.1621832,0.2620502
43409.67822923,1.387520,1.374784,1.362240,1.391048,0.3690933,0.3415850,0.1585952,0.2620502
43409.67834497,1.387520,1.344369,1.306538,1.380909,0.3690933,0.3415850,0.1579972,0.2620502
43409.67846071,1.397658,1.395061,1.377431,1.375840,0.3762694,0.3457711,0.1585952,0.2614522
43409.67857645,1.397658,1.405200,1.407813,1.391048,0.3756714,0.3457711,0.1597912,0.2620502
43409.67869219,1.392589,1.435615,1.443260,1.396117,0.3726813,0.3445751,0.1568012,0.2620502
43409.67880793,1.392589,1.430546,1.458451,1.396117,0.3702893,0.3427810,0.1568012,0.2638443
43409.67892367,1.392589,1.435615,1.458451,1.396117,0.3738774,0.3439771,0.1585952,0.2620502
43409.67903942,1.392589,1.420407,1.428068,1.396117,0.3732793,0.3439771,0.1568012,0.2620502
43409.67915516,1.387520,1.430546,1.448323,1.401186,0.3720833,0.3421830,0.1556052,0.2638443
43409.67927090,1.387520,1.374784,1.372367,1.391048,0.3672993,0.3415850,0.1585952,0.2644423
43409.67938664,1.387520,1.364646,1.326793,1.375840,0.3696913,0.3421830,0.1585952,0.2656383
43409.67950238,1.392589,1.344369,1.311602,1.385979,0.3702893,0.3415850,0.1556052,0.2674323
43409.67961812,1.392589,1.359576,1.316666,1.380909,0.3684953,0.3409870,0.1568012,0.2674323
43409.67973386,1.392589,1.400130,1.407813,1.380909,0.3744754,0.3445751,0.1579972,0.2692263
43409.67984961,1.392589,1.395061,1.417941,1.401186,0.3690933,0.3415850,0.1568012,0.2698243
43409.67996535,1.392589,1.410269,1.417941,1.396117,0.3738774,0.3451731,0.1573992,0.2704223
43409.68008109,1.392589,1.369715,1.352112,1.391048,0.3678973,0.3415850,0.1550072,0.2692263
43409.68019683,1.397658,1.389992,1.377431,1.375840,0.3756714,0.3445751,0.1568012,0.2710203
43409.68031257,1.392589,1.405200,1.402750,1.391048,0.3750734,0.3445751,0.1562032,0.2716183
43409.68042831,1.392589,1.410269,1.412877,1.396117,0.3744754,0.3445751,0.1562032,0.2710203
43409.68054405,1.392589,1.364646,1.331857,1.380909,0.3738774,0.3439771,0.1556052,0.2716183
43409.68065980,1.392589,1.430546,1.453387,1.406255,0.3720833,0.3427810,0.1526152,0.2728144
43409.68077554,1.392589,1.349438,1.331857,1.370771,0.3720833,0.3433791,0.1520171,0.2734124
43409.68089128,1.387520,1.400130,1.407813,1.396117,0.3690933,0.3421830,0.1538112,0.2764024
43409.68100702,1.392589,1.410269,1.412877,1.391048,0.3756714,0.3457711,0.1556052,0.2758044
43409.68112276,1.397658,1.354507,1.336921,1.380909,0.3696913,0.3421830,0.1520171,0.2781964
43409.68123850,1.392589,1.425477,1.438196,1.396117,0.3732793,0.3445751,0.1508211,0.2781964
43409.68135424,1.392589,1.364646,1.362240,1.396117,0.3690933,0.3415850,0.1514191,0.2793924
43409.68146998,1.392589,1.425477,1.438196,1.396117,0.3744754,0.3445751,0.1472331,0.2799904
43409.68158573,1.392589,1.344369,1.321730,1.380909,0.3696913,0.3421830,0.1490271,0.2811864
43409.68170147,1.392589,1.420407,1.428068,1.396117,0.3750734,0.3451731,0.1514191,0.2817844
43409.68181721,1.392589,1.374784,1.372367,1.391048,0.3684953,0.3421830,0.1508211,0.2841765
43409.68193295,1.387520,1.395061,1.412877,1.401186,0.3690933,0.3427810,0.1514191,0.2817844
43409.68204869,1.392589,1.425477,1.438196,1.391048,0.3744754,0.3445751,0.1502231,0.2817844
43409.68216443,1.387520,1.405200,1.407813,1.396117,0.3744754,0.3451731,0.1508211,0.2817844
43409.68228017,1.387520,1.430546,1.463514,1.396117,0.3732793,0.3445751,0.1526152,0.2823824
43409.68239591,1.397658,1.410269,1.417941,1.401186,0.3684953,0.3409870,0.1526152,0.2841765
43409.68251166,1.392589,1.354507,1.311602,1.380909,0.3708873,0.3427810,0.1520171,0.2835785
43409.68262740,1.387520,1.410269,1.402750,1.391048,0.3756714,0.3445751,0.1514191,0.2859705
43409.68274314,1.392589,1.420407,1.448323,1.401186,0.3732793,0.3445751,0.1508211,0.2859705
43409.68285888,1.392589,1.405200,1.402750,1.391048,0.3744754,0.3451731,0.1514191,0.2859705
43409.68297462,1.392589,1.389992,1.377431,1.375840,0.3750734,0.3439771,0.1496251,0.2853725
43409.68309036,1.392589,1.354507,1.331857,1.370771,0.3726813,0.3433791,0.1508211,0.2859705
43409.68320610,1.392589,1.384923,1.382495,1.396117,0.3690933,0.3421830,0.1514191,0.2853725
43409.68332184,1.387520,1.435615,1.448323,1.396117,0.3726813,0.3439771,0.1520171,0.2841765
43409.68343759,1.392589,1.354507,1.331857,1.370771,0.3732793,0.3439771,0.1532132,0.2835785
43409.68355333,1.392589,1.364646,1.362240,1.391048,0.3696913,0.3433791,0.1532132,0.2835785
43409.68366907,1.392589,1.400130,1.423005,1.401186,0.3696913,0.3421830,0.1526152,0.2835785
43409.68378481,1.392589,1.430546,1.453387,1.406255,0.3708873,0.3427810,0.1514191,0.2811864
43409.68390055,1.392589,1.389992,1.402750,1.396117,0.3696913,0.3421830,0.1514191,0.2817844
43409.68401629,1.387520,1.369715,1.362240,1.391048,0.3696913,0.3415850,0.1514191,0.2817844
43409.68413203,1.387520,1.354507,1.311602,1.380909,0.3708873,0.3433791,0.1526152,0.2829805
43409.68424777,1.392589,1.344369,1.321730,1.385979,0.3684953,0.3421830,0.1544092,0.2817844
43409.68436351,1.392589,1.359576,1.357176,1.391048,0.3690933,0.3415850,0.1526152,0.2817844
43409.68447926,1.387520,1.364646,1.331857,1.370771,0.3714853,0.3433791,0.1508211,0.2835785
43409.68459500,1.392589,1.430546,1.438196,1.391048,0.3732793,0.3445751,0.1502231,0.2835785
43409.68471074,1.392589,1.405200,1.402750,1.396117,0.3738774,0.3439771,0.1496251,0.2859705
43409.68482648,1.392589,1.430546,1.448323,1.401186,0.3726813,0.3433791,0.1490271,0.2865685
43409.68494222,1.392589,1.354507,1.331857,1.370771,0.3714853,0.3427810,0.1484291,0.2859705
43409.68505796,1.392589,1.430546,1.448323,1.406255,0.3714853,0.3421830,0.1502231,0.2853725
43409.68517370,1.392589,1.369715,1.362240,1.391048,0.3696913,0.3421830,0.1490271,0.2853725
43409.68528944,1.392589,1.410269,1.397686,1.375840,0.3756714,0.3457711,0.1478311,0.2883625
43409.68540518,1.392589,1.395061,1.412877,1.401186,0.3684953,0.3421830,0.1478311,0.2883625
43409.68552093,1.392589,1.389992,1.377431,1.375840,0.3732793,0.3439771,0.1478311,0.2865685
43409.68563667,1.387520,1.430546,1.453387,1.396117,0.3726813,0.3427810,0.1484291,0.2859705
43409.68575241,1.392589,1.354507,1.331857,1.385979,0.3684953,0.3421830,0.1472331,0.2859705
43409.68586815,1.392589,1.425477,1.438196,1.391048,0.3738774,0.3451731,0.1484291,0.2859705
43409.68598389,1.392589,1.435615,1.453387,1.396117,0.3744754,0.3439771,0.1484291,0.2835785
43409.68609963,1.392589,1.430546,1.453387,1.406255,0.3702893,0.3433791,0.1472331,0.2859705
43409.68621537,1.392589,1.359576,1.336921,1.375840,0.3720833,0.3421830,0.1490271,0.2853725
43409.68633111,1.392589,1.395061,1.423005,1.401186,0.3678973,0.3415850,0.1466351,0.2853725
43409.68644685,1.392589,1.425477,1.453387,1.401186,0.3708873,0.3415850,0.1454391,0.2877645
43409.68656260,1.392589,1.425477,1.438196,1.391048,0.3732793,0.3439771,0.1436451,0.2883625
43409.68667834,1.392589,1.379853,1.331857,1.375840,0.3726813,0.3439771,0.1454391,0.2877645
43409.68679408,1.392589,1.349438,1.326793,1.385979,0.3690933,0.3421830,0.1436451,0.2883625
43409.68690982,1.392589,1.384923,1.382495,1.396117,0.3690933,0.3415850,0.1442431,0.2853725
43409.68702556,1.392589,1.374784,1.377431,1.385979,0.3678973,0.3409870,0.1454391,0.2883625
43409.68714130,1.387520,1.364646,1.326793,1.375840,0.3702893,0.3415850,0.1454391,0.2877645
43409.68725704,1.392589,1.359576,1.336921,1.375840,0.3714853,0.3433791,0.1454391,0.2889605
43409.68737278,1.392589,1.400130,1.397686,1.396117,0.3678973,0.3421830,0.1448411,0.2901565
43409.68748852,1.392589,1.395061,1.402750,1.385979,0.3756714,0.3457711,0.1514191,0.2913525
43409.68760426,1.392589,1.405200,1.407813,1.391048,0.3756714,0.3451731,0.1466351,0.2919505
43409.68772001,1.397658,1.410269,1.433132,1.406255,0.3702893,0.3427810,0.1454391,0.2919505
43409.68783575,1.392589,1.425477,1.433132,1.396117,0.3732793,0.3439771,0.1442431,0.2913525
43409.68795149,1.392589,1.410269,1.412877,1.391048,0.3750734,0.3451731,0.1448411,0.2913525
43409.68806723,1.387520,1.384923,1.377431,1.375840,0.3738774,0.3451731,0.1442431,0.2913525
43409.68818297,1.392589,1.374784,1.367303,1.396117,0.3690933,0.3421830,0.1442431,0.2925485
43409.68829871,1.392589,1.405200,1.407813,1.385979,0.3750734,0.3451731,0.1436451,0.2913525
43409.68841445,1.392589,1.395061,1.412877,1.396117,0.3672993,0.3421830,0.1418510,0.2937446
43409.68853019,1.392589,1.389992,1.382495,1.375840,0.3744754,0.3445751,0.1424491,0.2949406
43409.68864593,1.392589,1.425477,1.448323,1.401186,0.3720833,0.3439771,0.1430471,0.2931466
43409.68876167,1.392589,1.374784,1.367303,1.396117,0.3696913,0.3421830,0.1412530,0.2967346
43409.68887741,1.392589,1.405200,1.402750,1.391048,0.3750734,0.3457711,0.1418510,0.2955386
43409.68899316,1.392589,1.354507,1.336921,1.385979,0.3690933,0.3415850,0.1442431,0.2955386
43409.68910890,1.392589,1.400130,1.412877,1.375840,0.3756714,0.3457711,0.1442431,0.2979306
43409.68922464,1.387520,1.384923,1.367303,1.375840,0.3750734,0.3451731,0.1454391,0.2979306
43409.68934038,1.392589,1.359576,1.331857,1.375840,0.3720833,0.3427810,0.1460371,0.2991266
43409.68945612,1.392589,1.405200,1.407813,1.375840,0.3756714,0.3457711,0.1448411,0.3015186
43409.68957186,1.392589,1.405200,1.402750,1.391048,0.3756714,0.3457711,0.1442431,0.3039107
43409.68968760,1.392589,1.420407,1.428068,1.396117,0.3744754,0.3451731,0.1442431,0.3033127
43409.68980334,1.392589,1.359576,1.326793,1.370771,0.3732793,0.3445751,0.1442431,0.3033127
43409.68991908,1.392589,1.400130,1.397686,1.401186,0.3702893,0.3421830,0.1442431,0.3015186
43409.69003482,1.387520,1.395061,1.382495,1.375840,0.3756714,0.3457711,0.1424491,0.3033127
43409.69015056,1.387520,1.425477,1.458451,1.396117,0.3738774,0.3439771,0.1412530,0.3015186
43409.69026631,1.392589,1.374784,1.362240,1.391048,0.3690933,0.3427810,0.1412530,0.3033127
43409.69038205,1.392589,1.420407,1.433132,1.396117,0.3744754,0.3445751,0.1436451,0.3033127
43409.69049779,1.392589,1.369715,1.331857,1.375840,0.3732793,0.3445751,0.1442431,0.3015186
43409.69061353,1.392589,1.374784,1.367303,1.391048,0.3678973,0.3409870,0.1442431,0.3033127
43409.69072927,1.392589,1.395061,1.412877,1.396117,0.3690933,0.3421830,0.1436451,0.3039107
43409.69084501,1.392589,1.430546,1.453387,1.406255,0.3714853,0.3427810,0.1430471,0.3057047
43409.69096075,1.392589,1.420407,1.417941,1.391048,0.3750734,0.3451731,0.1436451,0.3057047
43409.69107649,1.392589,1.384923,1.372367,1.375840,0.3732793,0.3445751,0.1406550,0.3057047
43409.69119223,1.392589,1.344369,1.316666,1.385979,0.3684953,0.3409870,0.1412530,0.3057047
43409.69130797,1.392589,1.389992,1.387558,1.396117,0.3690933,0.3409870,0.1424491,0.3063027
43409.69142371,1.392589,1.425477,1.453387,1.401186,0.3726813,0.3439771,0.1400570,0.3074987
43409.69153945,1.392589,1.359576,1.311602,1.380909,0.3708873,0.3421830,0.1430471,0.3080967
43409.69165520,1.387520,1.430546,1.458451,1.406255,0.3702893,0.3427810,0.1436451,0.3074987
43409.69177094,1.392589,1.405200,1.402750,1.396117,0.3756714,0.3445751,0.1418510,0.3098907
43409.69188668,1.392589,1.354507,1.331857,1.370771,0.3732793,0.3433791,0.1388610,0.3086947
43409.69200242,1.387520,1.364646,1.362240,1.385979,0.3696913,0.3427810,0.1400570,0.3104887
43409.69211816,1.392589,1.425477,1.453387,1.406255,0.3714853,0.3427810,0.1400570,0.3116847
43409.69223390,1.392589,1.405200,1.407813,1.385979,0.3756714,0.3457711,0.1400570,0.3116847
43409.69234964,1.392589,1.389992,1.397686,1.396117,0.3684953,0.3421830,0.1430471,0.3116847
43409.69246538,1.392589,1.405200,1.407813,1.391048,0.3744754,0.3439771,0.1430471,0.3140768
43409.69258112,1.387520,1.354507,1.341985,1.385979,0.3690933,0.3415850,0.1442431,0.3134788
43409.69269686,1.387520,1.405200,1.402750,1.391048,0.3750734,0.3433791,0.1472331,0.3134788
43409.69281260,1.392589,1.410269,1.417941,1.406255,0.3696913,0.3427810,0.1484291,0.3158708
43409.69292834,1.392589,1.389992,1.387558,1.396117,0.3678973,0.3415850,0.1484291,0.3152728
43409.69304409,1.387520,1.364646,1.331857,1.375840,0.3702893,0.3421830,0.1442431,0.3152728
43409.69315983,1.392589,1.405200,1.392622,1.380909,0.3750734,0.3445751,0.1412530,0.3152728
43409.69327557,1.392589,1.400130,1.382495,1.375840,0.3744754,0.3451731,0.1394590,0.3134788
43409.69339131,1.392589,1.359576,1.331857,1.370771,0.3732793,0.3433791,0.1430471,0.3134788
43409.69350705,1.392589,1.410269,1.428068,1.406255,0.3696913,0.3427810,0.1466351,0.3122827
43409.69362279,1.392589,1.415338,1.423005,1.396117,0.3744754,0.3445751,0.1472331,0.3116847
43409.69373853,1.387520,1.359576,1.331857,1.375840,0.3720833,0.3427810,0.1466351,0.3128807
43409.69385427,1.392589,1.415338,1.417941,1.396117,0.3750734,0.3451731,0.1460371,0.3158708
43409.69397001,1.392589,1.395061,1.407813,1.401186,0.3690933,0.3427810,0.1430471,0.3158708
43409.69408575,1.387520,1.400130,1.387558,1.375840,0.3756714,0.3457711,0.1436451,0.3176648
43409.69420149,1.392589,1.405200,1.423005,1.406255,0.3690933,0.3421830,0.1448411,0.3176648
43409.69431723,1.392589,1.339299,1.311602,1.380909,0.3678973,0.3403890,0.1454391,0.3176648
43409.69443297,1.392589,1.384923,1.367303,1.375840,0.3744754,0.3451731,0.1388610,0.3176648
43409.69454871,1.392589,1.405200,1.407813,1.391048,0.3744754,0.3451731,0.1304889,0.3182628
43409.69466446,1.392589,1.430546,1.438196,1.396117,0.3750734,0.3451731,0.1263029,0.3170668
43409.69478020,1.397658,1.400130,1.407813,1.385979,0.3738774,0.3445751,0.1286949,0.3176648
43409.69489594,1.392589,1.359576,1.311602,1.380909,0.3714853,0.3433791,0.1328810,0.3176648
43409.69501168,1.387520,1.389992,1.392622,1.396117,0.3690933,0.3409870,0.1310869,0.3176648
43409.69512742,1.387520,1.430546,1.453387,1.401186,0.3720833,0.3439771,0.1286949,0.3194588
43409.69524316,1.392589,1.344369,1.311602,1.385979,0.3702893,0.3421830,0.1304889,0.3170668
43409.69535890,1.392589,1.405200,1.402750,1.396117,0.3756714,0.3457711,0.1292929,0.3200568
43409.69547464,1.392589,1.369715,1.362240,1.391048,0.3690933,0.3421830,0.1310869,0.3194588
43409.69559038,1.392589,1.400130,1.407813,1.380909,0.3750734,0.3457711,0.1340770,0.3212528
43409.69570612,1.387520,1.430546,1.448323,1.406255,0.3726813,0.3439771,0.1328810,0.3212528
43409.69582186,1.392589,1.379853,1.387558,1.391048,0.3690933,0.3415850,0.1322830,0.3212528
